1
1000 100000
631 737 1
995 781 1
620 426 2
685 509 1
994 393 2
386 693 2
414 645 2
803 581 1
138 10 1
968 883 1
655 782 2
739 242 1
273 695 2
244 613 1
38 509 1
996 348 2
6 31 1
393 822 1
947 690 2
860 51 1
267 451 2
752 499 2
772 228 2
374 572 2
95 536 1
933 941 1
59 384 1
116 88 2
779 838 2
739 348 1
543 963 1
828 494 1
288 762 2
259 110 2
298 144 2
711 589 1
347 964 1
760 593 1
664 679 1
752 428 1
846 710 1
848 844 2
924 36 2
76 807 2
503 398 2
319 737 1
690 966 2
537 786 1
853 215 1
275 458 1
540 263 2
237 744 2
184 77 1
137 209 2
897 955 1
948 821 2
407 322 1
610 696 1
476 445 1
587 718 1
81 442 2
567 554 1
302 263 1
939 162 2
832 805 2
879 893 1
665 773 2
463 806 2
70 624 1
312 413 2
309 78 2
327 419 2
888 206 2
866 139 2
335 270 1
564 512 2
526 978 1
332 238 2
33 566 2
902 789 1
542 207 1
74 392 2
402 133 1
497 354 1
651 856 2
842 425 2
407 214 1
250 424 2
535 484 1
246 888 1
10 703 2
118 426 1
547 429 2
35 614 1
876 796 2
694 878 2
400 385 2
429 145 1
172 813 2
338 288 2
202 678 2
749 954 1
820 18 1
394 134 2
371 443 1
98 744 1
532 841 2
651 869 2
759 476 1
247 425 2
389 546 1
153 246 2
217 220 2
568 779 2
624 122 2
965 431 2
593 327 2
334 84 1
542 418 2
828 448 2
138 473 1
516 244 1
221 56 1
383 724 1
188 400 2
198 390 2
104 398 2
466 583 2
756 819 2
313 96 2
598 852 1
687 93 2
234 589 2
229 797 2
433 920 1
526 690 2
106 592 1
740 387 2
785 183 2
372 696 1
947 890 2
279 167 1
974 491 1
788 773 2
957 948 2
842 604 2
990 24 2
199 763 2
706 674 1
626 56 1
102 711 1
78 4 1
877 566 2
335 897 2
256 550 2
106 188 2
937 480 2
740 786 1
998 58 2
644 427 2
865 141 1
627 150 2
480 125 1
974 819 1
515 993 1
635 175 2
707 762 1
204 29 2
658 207 2
841 499 2
832 519 1
593 541 1
234 336 2
576 402 2
685 277 2
6 781 2
593 136 2
168 259 1
989 170 1
937 533 2
694 213 2
761 774 2
570 919 2
512 452 1
781 748 1
86 223 2
105 186 2
56 62 2
754 874 2
478 327 1
879 89 1
539 421 2
912 91 1
568 90 2
659 516 2
146 148 2
361 659 2
598 209 1
220 686 2
51 520 1
888 882 1
518 808 1
7 382 1
933 296 2
530 47 1
643 934 1
367 815 1
781 293 2
122 767 2
487 352 1
730 174 2
988 802 1
71 537 2
533 585 1
509 47 2
85 727 1
321 483 2
138 758 2
14 292 2
190 922 1
681 990 2
851 256 2
291 53 1
425 660 2
110 955 1
449 560 2
624 256 1
402 552 1
748 521 1
11 39 2
599 195 2
55 231 2
812 385 1
831 21 2
154 262 1
504 994 1
758 792 1
524 502 2
815 784 2
462 405 1
3 806 1
1000 992 2
133 774 2
287 956 1
507 436 1
7 60 1
536 304 1
584 193 2
344 182 1
546 262 2
294 502 2
547 288 1
509 410 1
444 26 2
845 116 1
476 442 2
789 70 1
596 544 2
38 521 2
444 834 1
630 747 2
843 129 2
269 546 1
333 739 2
242 596 2
565 124 2
286 536 2
847 624 2
825 287 2
216 312 1
535 955 1
212 762 1
408 52 2
539 860 1
282 774 2
703 951 2
712 763 1
508 307 1
626 528 1
176 403 2
924 871 2
616 868 2
166 775 1
594 637 2
451 896 2
69 685 2
687 231 1
384 595 1
500 194 2
197 463 1
909 827 1
521 558 1
796 67 2
971 280 2
216 433 2
979 359 1
277 75 2
877 794 1
821 191 1
85 105 2
362 786 1
424 186 2
434 864 1
831 690 1
922 55 2
744 952 2
863 666 1
824 588 1
718 947 1
596 871 1
119 480 2
319 710 2
76 648 1
330 279 2
720 947 2
803 584 2
768 468 1
97 89 1
165 774 1
576 240 1
995 714 1
463 282 2
78 235 2
856 545 2
108 231 2
520 130 1
480 633 2
72 50 1
487 577 1
718 338 2
762 451 2
548 46 2
141 229 2
107 248 2
286 644 1
854 130 1
331 832 2
137 709 2
37 760 2
600 965 1
748 769 2
640 448 1
617 810 2
446 999 2
999 727 1
216 287 2
204 202 2
23 865 1
334 648 1
385 320 2
771 520 1
495 474 1
695 827 2
918 649 2
757 204 1
61 842 2
225 476 2
154 908 1
192 349 1
568 1 1
516 504 1
114 80 2
255 482 1
998 530 2
164 75 1
740 672 1
614 548 1
198 699 1
744 105 2
866 55 1
658 583 2
544 896 1
751 30 2
472 195 2
867 379 1
446 632 2
907 227 1
192 405 1
342 77 1
516 931 2
492 554 1
447 512 2
135 892 1
897 585 1
505 888 1
427 938 2
782 220 1
584 659 2
273 351 1
666 87 1
193 526 1
894 673 1
478 65 2
531 532 2
513 367 2
709 952 1
826 818 1
894 581 2
322 766 2
28 122 2
856 512 2
277 464 2
83 125 1
568 244 1
337 882 2
347 206 1
120 808 1
648 149 1
855 110 1
548 605 2
629 171 1
891 668 2
604 114 2
870 56 1
300 952 2
653 101 1
21 49 2
799 39 2
591 796 2
259 508 1
554 681 2
721 463 1
318 616 2
532 865 1
473 759 1
329 571 1
185 898 2
211 548 1
598 920 1
89 672 2
277 953 2
556 24 2
410 708 1
977 59 1
388 174 1
578 538 2
161 668 1
301 984 2
713 86 1
910 114 2
109 393 1
940 947 1
379 756 1
242 111 2
744 737 2
928 882 1
166 904 2
557 246 1
732 97 1
79 829 1
296 46 1
293 601 2
518 906 2
568 830 2
590 152 2
469 436 1
545 246 2
333 977 1
440 193 2
698 52 1
94 972 2
143 940 1
193 783 2
211 17 1
906 722 1
614 45 2
981 343 1
786 764 1
593 866 1
725 934 2
35 589 1
640 655 2
431 690 2
529 993 2
389 446 1
509 488 2
594 868 1
236 93 1
415 871 1
212 29 2
765 151 1
86 598 2
469 24 1
766 600 2
835 456 1
115 988 1
920 127 2
593 687 2
77 49 2
406 281 2
878 109 2
198 460 2
665 717 1
113 854 2
828 249 1
835 20 2
142 382 1
999 697 1
840 58 1
259 108 2
438 667 1
404 215 1
732 323 2
799 316 1
425 155 1
767 485 2
10 573 2
566 189 1
728 251 2
639 833 2
532 967 1
833 598 2
817 827 1
839 53 1
134 673 1
19 804 1
370 160 2
269 497 1
27 714 2
773 768 1
142 211 2
55 115 1
860 226 1
67 9 2
315 312 2
610 618 1
258 311 2
447 277 1
762 774 2
569 450 2
9 189 1
809 579 2
780 555 2
64 775 2
240 108 2
737 416 2
396 108 1
630 967 1
101 539 1
114 351 2
860 266 2
268 988 2
904 844 2
901 627 2
55 979 2
687 537 2
26 780 1
939 92 1
50 995 2
264 320 1
230 480 1
490 519 1
468 823 2
494 447 1
661 436 1
727 735 1
355 106 2
793 87 1
681 449 1
214 57 1
121 922 1
730 473 2
798 549 2
430 153 2
161 543 2
85 786 1
500 22 1
959 174 2
386 980 2
254 425 1
551 463 2
356 147 1
884 758 1
785 877 2
43 511 1
375 186 2
362 835 2
679 781 1
381 980 1
598 528 1
206 264 2
326 641 1
157 189 2
108 896 2
644 553 2
904 554 1
231 963 1
913 542 2
395 478 2
279 292 2
420 158 2
268 116 1
6 410 2
48 157 2
320 849 1
733 322 1
242 376 2
611 110 1
566 152 1
80 647 2
858 690 1
570 684 1
445 988 1
327 711 2
302 788 2
918 184 2
457 751 1
253 849 2
617 582 1
74 999 2
366 226 2
268 189 2
414 778 1
288 848 2
726 606 2
473 705 1
752 512 1
72 957 2
20 376 2
257 115 1
956 992 2
283 444 2
331 99 2
337 426 2
496 62 1
668 389 2
673 350 1
567 794 2
586 561 1
719 513 1
289 413 2
172 23 1
290 193 1
145 14 1
450 117 1
132 521 1
392 177 2
976 176 2
304 942 1
309 748 1
21 865 1
539 169 2
562 795 1
609 131 2
996 466 1
488 740 2
74 193 2
485 466 2
650 113 1
203 37 2
935 337 1
626 953 1
833 94 1
206 961 2
91 154 2
908 327 1
391 722 1
59 166 1
390 305 2
250 422 1
659 554 1
147 296 2
220 160 2
32 320 2
57 175 2
282 696 2
455 296 1
151 980 1
36 305 2
974 657 2
659 237 2
273 287 2
986 853 2
41 850 2
16 264 2
228 877 2
233 903 2
434 819 1
623 81 1
819 174 1
385 306 1
731 268 2
513 932 2
810 269 1
398 354 2
741 453 1
767 883 1
868 609 1
254 370 2
288 45 2
73 602 1
895 149 1
620 812 2
147 431 1
161 55 1
935 701 2
661 721 2
299 246 1
324 199 1
922 190 2
42 634 2
371 553 1
41 309 1
447 30 1
217 319 1
919 71 2
709 103 1
722 96 1
374 330 1
573 178 1
851 282 1
686 546 2
229 33 2
454 978 1
729 134 2
402 242 2
201 68 1
128 451 1
28 497 2
368 551 1
320 255 2
310 740 2
552 477 1
410 395 1
59 192 1
825 806 1
343 919 2
218 72 1
735 507 1
960 4 2
105 924 1
310 100 2
812 373 2
224 662 2
285 170 2
879 485 1
817 783 1
620 737 2
634 641 2
57 302 1
966 514 1
892 394 1
828 162 2
419 644 1
381 231 2
145 793 2
960 139 2
560 680 1
664 533 1
619 309 2
344 291 2
480 876 2
815 900 2
93 440 1
691 454 2
126 39 1
312 374 1
818 86 1
179 944 1
119 311 1
168 675 1
56 827 2
802 239 1
827 422 1
24 641 2
400 899 2
320 814 1
538 954 2
268 438 2
209 97 1
246 226 1
86 944 1
211 824 1
187 830 2
864 834 2
738 394 2
399 763 1
858 130 2
640 866 1
427 279 2
981 327 2
179 175 1
255 868 2
878 776 2
840 697 1
175 486 2
241 923 1
816 143 2
460 170 2
301 30 2
718 327 2
681 892 2
89 812 2
82 700 1
320 362 2
950 191 2
602 80 1
960 618 2
689 720 1
969 36 2
309 405 2
828 206 1
647 259 2
403 707 1
946 372 2
197 272 1
692 468 2
697 642 1
333 485 1
507 936 2
480 207 2
452 799 1
354 419 2
708 690 1
150 907 2
601 784 1
917 1 2
123 856 1
982 310 2
921 513 1
411 897 2
314 406 1
208 673 2
260 278 1
278 784 2
395 966 1
227 271 2
607 127 2
499 876 2
692 534 2
240 228 2
253 590 2
162 801 1
44 457 1
455 614 1
498 217 2
187 573 2
317 605 2
837 139 2
374 947 1
955 449 2
677 467 2
478 166 1
626 575 2
930 747 1
589 442 2
729 538 1
415 274 1
155 426 2
893 467 1
52 66 2
50 550 1
539 880 1
634 114 1
728 234 2
475 735 1
576 445 1
44 132 2
608 714 2
362 120 1
106 738 2
553 667 1
48 90 2
391 211 1
852 972 2
152 363 1
880 48 2
64 278 1
245 655 2
870 623 2
339 456 2
648 377 1
864 142 2
53 506 1
523 827 2
812 120 1
634 479 1
202 22 2
654 452 1
470 699 2
153 215 1
317 662 1
414 258 2
565 639 2
633 874 1
300 445 2
281 982 2
834 930 2
651 961 2
42 72 1
552 167 1
374 496 1
673 939 1
219 838 2
793 471 1
59 96 1
286 803 1
75 820 1
788 8 2
133 30 2
232 794 2
901 104 1
837 234 2
172 437 2
57 227 1
25 834 1
746 80 2
928 509 2
597 785 2
898 216 2
812 467 2
946 420 1
554 745 2
979 934 2
807 931 1
714 412 2
489 911 2
614 237 1
821 176 1
106 619 1
463 248 1
870 293 2
413 334 2
252 49 2
492 468 1
560 210 1
868 560 1
133 20 1
353 673 2
967 747 1
673 998 2
44 495 1
406 368 1
593 872 1
478 318 1
234 994 1
793 921 1
627 810 2
965 129 2
232 575 1
786 924 2
912 711 2
251 404 1
284 746 2
235 652 1
304 673 1
482 43 1
254 430 2
684 593 2
188 436 2
877 831 1
579 201 1
49 277 2
174 577 2
226 570 1
672 4 1
804 977 1
271 417 1
267 515 1
171 39 1
236 270 2
840 143 2
144 902 1
409 85 1
754 434 1
166 989 1
564 650 2
643 577 1
783 106 2
719 106 2
682 322 1
25 721 1
100 992 2
953 753 1
934 53 2
841 276 1
949 781 2
115 963 1
225 955 1
927 186 2
511 477 1
79 947 2
239 396 1
858 702 2
772 774 1
628 641 1
542 420 2
294 106 2
625 635 2
990 973 2
512 770 1
347 917 1
710 435 1
891 48 1
517 897 1
369 948 1
289 136 1
546 501 2
416 731 1
250 215 2
449 371 1
979 385 2
670 891 2
378 988 2
951 537 1
395 658 2
84 330 1
591 429 1
316 176 2
49 918 2
547 806 2
947 656 2
904 232 1
73 289 1
962 110 1
679 301 1
425 866 1
537 781 2
434 720 2
198 517 1
324 744 1
481 879 2
448 659 2
8 704 1
783 588 1
991 866 1
594 886 1
41 517 1
792 865 2
481 694 1
748 817 1
146 931 2
405 715 1
291 171 1
664 550 2
361 217 2
642 558 2
668 731 2
226 64 1
335 715 2
325 816 2
557 630 1
358 253 1
313 871 1
160 217 1
381 233 2
841 122 2
997 115 2
280 334 1
514 988 1
34 363 1
134 248 1
24 676 1
101 811 1
457 671 1
697 851 1
97 399 1
277 475 1
984 731 1
87 725 1
262 204 2
804 817 2
977 102 1
48 194 1
946 723 2
376 342 1
712 347 1
940 939 2
304 783 1
620 530 2
973 844 2
623 605 1
563 873 2
464 483 1
789 406 2
197 213 2
441 58 2
37 696 2
216 354 1
35 100 2
991 453 1
296 860 1
63 663 1
557 475 1
629 333 2
506 423 1
407 278 1
721 56 2
306 828 2
917 95 1
106 585 1
418 251 1
377 449 2
739 20 1
824 147 1
543 34 2
378 810 2
469 754 2
426 57 2
858 572 1
620 384 1
634 737 1
936 969 2
155 929 2
399 660 2
970 500 1
303 11 1
578 814 1
501 249 1
253 808 2
957 776 1
420 709 2
138 734 2
716 339 1
66 977 2
237 638 1
828 829 2
870 920 1
28 739 1
128 947 2
488 778 2
151 532 2
768 524 2
585 614 2
786 811 1
184 696 2
251 182 1
754 10 2
957 603 2
96 280 1
728 959 2
665 452 2
15 724 1
525 628 1
459 261 2
569 874 1
475 978 1
730 481 1
269 390 1
13 229 2
204 740 1
981 617 2
79 851 2
771 371 1
254 154 2
113 196 2
259 311 1
123 977 2
302 316 2
572 635 1
409 451 2
258 670 1
539 551 1
619 773 1
96 155 2
814 170 1
621 158 1
16 625 1
710 421 1
329 803 1
501 521 2
1000 680 2
640 403 1
110 297 2
298 893 2
353 512 2
333 93 2
785 703 2
982 593 2
367 747 2
796 156 2
432 512 1
128 636 1
981 216 2
578 494 1
369 228 2
381 209 1
543 428 1
637 148 1
330 376 1
951 159 1
662 838 1
639 581 2
843 977 1
2 344 2
82 993 1
682 526 1
894 126 1
672 899 2
743 315 2
116 854 1
255 262 1
361 819 2
29 402 1
549 74 1
534 372 1
597 520 1
192 17 2
104 80 1
896 741 1
341 714 2
412 199 2
558 805 1
232 455 2
150 824 2
785 687 2
269 742 1
983 973 1
557 382 2
98 788 2
756 380 1
382 611 2
626 413 2
911 381 2
875 979 2
57 5 1
558 316 2
844 67 1
369 735 2
866 887 1
380 318 2
5 63 1
312 501 2
988 848 1
630 299 1
746 71 2
610 431 1
706 710 1
332 918 1
463 353 1
18 731 1
447 30 2
603 64 2
257 176 1
346 59 1
864 689 2
802 568 1
241 929 1
254 468 2
82 604 1
214 188 2
469 88 1
478 690 1
887 827 2
444 319 2
67 21 1
187 588 2
291 938 1
684 758 2
894 229 1
484 906 1
635 331 2
119 214 2
518 291 2
456 794 2
223 711 1
988 805 2
105 504 2
576 565 2
925 709 2
122 797 1
924 614 1
311 165 2
15 35 2
866 916 2
844 546 2
865 80 1
734 729 1
816 103 1
295 792 2
617 483 2
660 217 1
86 955 2
427 600 1
945 835 2
920 833 1
327 482 1
317 926 1
407 985 1
331 604 2
526 983 2
144 777 2
80 742 2
958 430 1
347 241 1
90 287 1
60 801 1
407 97 2
12 201 1
104 533 1
416 699 2
497 245 2
613 762 2
526 397 1
448 609 1
66 68 2
925 539 2
351 425 2
301 57 1
998 633 1
222 249 1
313 760 1
778 954 1
108 256 2
728 375 1
173 151 1
840 196 2
417 361 1
991 737 2
902 281 2
174 556 2
389 47 2
773 912 1
858 860 1
860 830 1
772 632 1
30 381 1
502 73 1
430 839 1
204 983 1
675 919 1
215 663 1
625 747 1
496 614 2
46 564 2
410 615 2
740 969 1
738 241 2
24 120 2
514 214 2
522 714 1
198 761 2
921 223 2
864 714 1
219 59 2
749 920 2
788 383 1
207 821 1
427 915 1
396 367 1
969 62 1
26 172 1
920 81 2
684 963 2
262 649 1
251 745 2
997 333 1
506 425 1
958 775 2
7 298 2
837 381 2
867 156 1
249 857 1
754 22 2
988 179 2
699 56 1
850 484 1
748 671 1
676 756 2
965 903 1
280 39 2
297 902 1
787 52 2
553 432 2
582 568 1
643 820 1
364 234 1
155 748 1
541 476 2
151 910 1
579 136 1
360 778 1
658 651 1
823 304 2
895 846 1
688 63 2
69 212 1
564 285 1
818 798 1
976 606 2
403 620 1
976 869 1
958 346 1
32 859 1
617 590 1
261 77 2
689 291 2
191 842 2
470 427 1
261 979 2
132 148 2
605 370 1
443 982 2
353 638 2
257 237 2
446 743 1
305 906 2
18 34 1
149 586 2
249 58 2
724 802 2
632 521 2
850 988 1
464 830 2
49 985 2
245 797 1
549 640 2
842 615 2
164 420 1
997 285 1
1000 844 2
223 568 2
264 557 2
517 425 2
161 972 1
407 167 2
862 387 1
502 936 1
830 466 1
987 191 1
246 895 2
11 133 1
422 508 2
425 705 1
773 633 1
245 283 2
501 835 1
540 632 2
448 127 2
987 385 1
609 642 1
421 920 1
831 967 1
319 345 1
985 987 1
173 923 1
501 452 2
747 697 2
809 327 2
421 487 1
417 29 2
517 162 2
784 363 1
458 164 2
420 781 1
655 191 1
821 862 1
480 920 2
557 350 1
832 635 1
373 259 2
771 387 2
871 532 1
124 13 1
478 28 1
889 330 2
488 421 2
110 225 1
657 36 2
16 903 2
974 511 2
239 92 2
270 357 1
611 257 2
104 166 2
778 242 1
451 968 2
504 82 1
578 348 2
32 914 2
158 315 2
355 684 1
640 894 1
327 433 2
339 606 2
847 204 1
874 56 1
820 326 2
117 748 2
293 799 1
936 816 1
142 533 2
373 17 1
273 377 1
895 23 2
872 328 2
797 601 1
501 813 2
504 957 2
947 460 2
291 419 2
392 103 1
331 6 2
579 326 2
727 910 2
905 902 2
758 133 1
303 628 2
780 239 1
905 760 1
332 622 2
345 418 2
868 883 1
506 795 2
507 661 1
775 999 2
933 271 1
303 401 2
904 427 2
678 41 1
731 928 1
785 423 2
204 795 2
487 27 2
853 360 2
231 596 1
615 777 1
579 626 2
249 71 1
467 923 2
283 116 2
416 970 1
92 419 2
439 499 1
259 340 2
779 905 1
212 16 1
52 375 2
566 112 2
483 149 1
119 180 1
872 456 1
355 934 2
555 907 2
389 716 1
621 577 1
917 112 1
265 760 1
830 666 2
420 396 2
697 975 1
600 606 2
103 477 2
30 587 2
992 118 2
882 132 1
503 901 1
280 874 2
182 508 2
575 86 2
89 580 2
414 610 2
657 553 1
191 668 2
272 476 1
862 75 2
353 690 2
279 60 2
422 511 2
460 183 1
185 781 1
215 69 2
812 802 1
948 853 2
45 295 1
185 873 1
350 210 2
639 801 2
648 644 1
825 109 2
118 428 1
923 719 2
241 402 2
61 628 2
373 396 2
848 785 1
25 977 1
931 90 1
447 870 2
103 756 1
810 554 2
918 397 1
477 6 2
222 484 2
909 27 2
390 97 2
213 452 1
956 470 1
818 510 2
71 234 1
892 167 2
132 328 2
687 125 1
920 337 2
514 206 1
969 884 2
619 468 2
95 243 2
459 39 2
14 919 1
750 370 2
345 459 2
518 272 1
321 48 2
80 873 2
213 265 2
736 226 1
303 950 2
736 19 2
21 592 1
472 801 2
88 914 1
459 869 1
212 104 1
926 890 1
22 939 2
965 393 2
36 607 2
608 339 2
590 391 1
495 876 2
952 608 2
259 847 2
315 701 1
752 495 1
681 475 2
122 755 2
566 309 2
862 681 1
399 820 1
227 309 1
317 481 1
876 986 1
1000 906 1
125 258 2
687 360 1
834 18 1
953 385 2
797 357 1
227 565 2
746 535 1
327 421 2
647 542 2
538 745 1
53 389 2
848 351 1
402 729 1
101 84 1
137 996 2
653 742 1
809 982 2
410 939 2
570 960 2
192 883 2
147 987 2
669 227 2
509 63 1
841 800 1
512 522 2
107 414 1
263 297 1
424 941 2
738 593 2
665 675 2
314 595 2
633 948 2
200 107 1
95 756 2
583 981 1
501 327 2
587 460 2
807 600 1
97 456 2
167 543 1
672 633 2
186 36 2
486 53 1
72 192 2
592 761 1
788 909 2
467 560 1
196 858 1
623 805 2
349 72 2
922 375 2
783 719 2
770 844 2
845 424 1
690 539 2
574 148 1
12 744 2
907 933 1
781 896 1
715 270 2
244 329 1
325 544 1
653 96 1
692 626 1
82 309 1
566 972 2
668 203 1
549 286 1
405 993 1
528 186 1
609 589 1
826 301 1
848 748 2
746 629 1
75 601 1
128 380 1
534 384 2
278 501 2
602 661 2
85 468 2
577 497 1
556 70 1
629 795 2
249 473 1
303 8 2
395 341 2
466 404 1
177 228 1
311 929 2
209 433 1
964 293 1
604 719 2
775 555 1
780 743 2
919 648 1
343 717 1
12 7 2
474 527 2
327 946 1
454 332 2
736 464 1
370 684 1
689 1 2
655 620 1
954 737 1
806 451 1
391 464 1
419 922 2
944 295 2
163 537 1
7 169 2
633 378 1
153 579 2
440 602 1
954 390 1
10 239 1
113 668 1
831 144 1
998 120 2
673 767 1
772 379 1
778 36 1
2 680 1
283 436 2
31 23 2
972 422 2
585 640 1
253 836 2
274 127 2
346 982 2
131 703 1
679 496 2
296 846 2
114 743 2
637 530 2
508 947 1
585 589 1
52 369 1
570 782 2
650 549 2
504 589 1
821 16 1
636 339 1
114 89 2
735 741 1
140 941 2
512 962 2
988 931 2
607 66 2
951 687 2
200 553 1
57 709 1
771 314 2
137 361 1
695 114 2
755 559 2
111 359 2
772 394 2
19 460 1
586 841 2
390 442 2
679 786 2
33 892 2
251 564 2
720 261 2
763 910 2
148 227 2
986 761 2
550 129 2
982 385 1
675 50 1
344 279 1
135 354 2
764 59 2
478 801 2
12 841 2
372 801 1
191 143 1
990 175 1
423 98 2
196 746 2
547 814 1
389 511 1
273 765 2
835 192 1
787 940 1
722 230 2
973 292 1
398 729 2
176 306 1
818 310 1
903 965 1
913 417 1
154 3 2
167 574 2
716 276 2
878 665 1
325 645 1
468 107 2
369 764 1
97 905 2
193 471 2
683 172 1
851 488 1
240 866 2
462 907 2
424 471 2
1 869 1
524 604 2
300 586 2
127 787 1
237 810 2
306 897 1
806 96 1
120 955 2
757 591 2
417 961 1
774 967 1
445 414 1
664 803 1
294 351 2
890 752 1
660 454 2
908 775 1
498 78 2
579 744 1
522 342 1
386 593 2
543 61 1
810 823 2
238 896 1
280 251 2
424 424 2
175 393 2
670 288 1
993 429 1
732 275 2
353 631 2
384 344 2
811 160 1
968 449 1
452 841 1
270 772 1
280 913 1
325 658 1
754 630 2
267 782 2
937 19 2
53 465 2
442 208 2
282 344 1
142 41 1
547 505 1
475 256 1
648 578 2
36 456 2
816 35 2
75 547 1
405 64 2
496 947 1
445 749 2
189 1 2
345 695 1
953 719 2
930 628 2
82 312 2
731 66 1
752 260 1
659 365 1
324 520 2
344 261 2
26 409 1
190 935 2
686 238 2
302 85 1
127 335 1
964 977 1
635 575 1
828 356 1
875 881 1
475 576 1
568 378 2
993 118 1
783 888 2
394 183 1
107 89 2
411 775 1
782 273 1
283 618 2
194 497 2
606 806 2
103 928 1
918 644 1
711 372 1
684 462 2
990 52 1
627 817 2
362 111 1
220 499 2
13 3 1
149 985 1
398 521 1
90 443 2
515 460 2
345 706 1
256 811 2
231 966 2
267 126 2
105 216 2
897 923 2
354 274 2
641 993 2
420 916 1
142 839 2
512 229 1
846 210 2
918 941 2
678 567 1
964 811 2
143 284 1
528 393 1
937 105 2
502 861 1
550 939 2
337 230 1
992 794 2
209 383 2
107 972 2
316 796 2
25 711 1
610 977 2
973 452 2
856 898 2
27 668 2
180 997 1
557 427 1
694 922 1
231 651 1
152 608 1
992 681 2
18 36 1
884 40 2
887 985 2
329 906 1
18 176 2
849 617 1
601 370 1
702 262 2
829 950 1
38 430 2
73 967 1
289 393 2
223 92 1
238 873 2
216 761 2
780 97 2
601 671 2
491 11 2
349 481 2
65 19 1
868 115 2
488 571 1
566 826 2
123 796 2
506 872 2
497 729 1
488 274 1
434 337 2
207 14 2
829 878 2
667 327 1
219 379 1
575 826 1
379 716 2
675 620 2
900 516 1
314 637 2
241 337 2
568 788 2
492 369 1
932 450 1
274 99 1
825 351 1
196 884 1
912 257 2
594 292 2
794 923 2
800 471 1
550 633 1
346 35 1
158 997 1
74 683 2
94 919 1
443 228 2
328 469 2
846 42 2
782 589 1
102 917 1
96 804 1
277 731 2
956 931 1
211 277 1
645 619 1
198 129 1
885 505 2
802 352 1
583 684 2
827 887 2
474 606 2
607 633 2
170 145 2
1 261 1
758 355 1
559 64 2
932 560 1
314 818 2
587 795 2
54 137 2
163 605 1
937 952 1
529 844 1
746 256 1
915 582 2
776 969 1
11 585 2
179 382 2
521 287 1
294 375 1
888 480 1
703 964 2
258 48 1
606 7 2
995 383 2
751 183 2
777 551 2
613 760 1
944 379 2
661 345 2
58 756 1
335 524 2
157 95 1
251 297 1
705 461 1
760 730 1
509 842 2
372 899 1
368 914 2
49 319 2
462 463 2
664 787 1
892 258 2
503 711 1
475 434 1
684 323 1
573 557 1
799 418 2
689 801 1
546 909 1
288 979 2
456 307 1
695 557 1
352 760 1
946 367 2
775 194 2
395 969 2
430 738 1
565 587 1
82 980 1
21 798 1
115 558 1
281 369 2
928 968 2
289 496 2
17 497 1
444 434 2
718 638 1
708 134 2
530 390 1
338 768 2
73 818 1
566 907 1
285 487 1
321 224 1
255 222 2
23 505 1
49 316 2
864 610 2
528 616 1
968 824 2
98 337 2
80 254 2
301 81 1
901 730 2
124 432 2
378 887 1
196 694 1
974 212 1
459 545 2
878 402 1
536 306 2
855 175 2
557 935 2
934 355 1
682 306 2
658 316 1
319 499 2
528 401 2
524 151 2
785 282 1
731 679 1
260 862 1
716 510 1
139 996 1
24 811 2
115 898 1
858 344 1
783 782 2
65 199 2
388 2 1
57 526 1
904 432 2
990 206 2
748 85 2
767 762 2
647 803 1
299 735 1
230 693 1
838 17 2
335 737 2
815 293 1
945 290 1
515 988 2
182 936 2
438 931 1
498 964 2
997 124 2
984 636 1
208 999 1
166 832 2
670 395 1
335 82 1
61 558 2
972 466 2
239 636 2
579 173 1
449 575 2
822 547 1
398 286 2
599 126 1
712 241 2
262 354 2
34 588 2
445 58 2
65 577 1
802 661 1
210 603 2
798 699 1
345 276 1
956 575 1
656 328 1
5 136 1
4 967 2
211 683 1
387 78 2
643 817 2
534 470 1
710 657 1
753 338 2
182 967 2
763 926 2
305 927 1
785 393 2
833 676 2
308 109 2
201 924 1
419 674 2
689 493 1
860 918 2
334 271 1
137 753 2
456 854 2
831 737 1
812 684 1
920 140 2
472 339 1
284 569 1
536 569 1
937 263 2
456 754 1
176 770 1
635 618 1
277 634 2
553 319 1
482 463 2
811 824 2
296 911 2
848 236 2
708 509 1
691 120 1
916 895 1
406 79 2
178 180 2
391 66 1
896 221 1
673 593 1
887 772 2
53 8 2
461 901 2
473 57 2
219 470 1
228 811 1
873 515 1
695 643 2
342 717 1
481 474 1
125 836 2
762 60 2
100 423 2
243 588 1
85 221 1
679 326 1
349 781 1
219 784 2
115 672 2
618 396 1
386 635 2
678 279 1
256 743 2
693 382 1
